Desktop_Software_Build_Version,1.7
#,Year,Month,Day,Hour,Minute,Second,VelX,VelY,VelZ,SNR1,SNR2,SNR3,AccX,AccY,AccZ,Temp
(),(),(),(),(),(),(),(m/s),(m/s),(m/s),(dB),(dB),(dB),(cnts),(cnts),(cnts),(°C)
03,2024,03,12,12,07,47,0.262,-0.113,NaN,44.146,44.186,NaN,303.752,469.939,16459.09,4.349
03,2024,03,12,12,07,47,0.2,-0.018,NaN,45.233,45.058,NaN,316.628,540.085,16479.16,4.349
03,2024,03,12,12,07,48,0.178,-0.031,NaN,45.122,43.046,NaN,288.229,513.403,16440.1,4.349
03,2024,03,12,12,07,48,0.325,-0.148,NaN,45.721,44.365,NaN,296.678,601.373,16439.47,4.349
03,2024,03,12,12,07,49,0.237,-0.133,NaN,46.054,46.555,NaN,283.347,537.286,16454.67,4.349
03,2024,03,12,12,07,49,0.302,-0.035,NaN,46.475,43.694,NaN,382.669,536.884,16446.43,4.349
03,2024,03,12,12,07,50,0.156,-0.019,NaN,43.924,43.225,NaN,380.25,652.248,16431.51,4.349
03,2024,03,12,12,07,50,0.38,-0.004,NaN,46.209,44.924,NaN,329.597,516.224,16458.3,4.349
03,2024,03,12,12,07,51,0.298,-0.047,NaN,43.458,44.477,NaN,297.807,459.128,16422.1,4.349
03,2024,03,12,12,07,51,0.205,-0.135,NaN,45.632,45.683,NaN,82.352,392.476,16472.89,4.349
03,2024,03,12,12,07,52,0.29,-0.103,NaN,48.028,45.818,NaN,123.168,429.523,16427.4,4.349
03,2024,03,12,12,07,52,0.274,-0.112,NaN,45.122,45.482,NaN,73.375,493.411,16464.14,4.349
03,2024,03,12,12,07,53,0.285,-0.11,NaN,46.964,44.834,NaN,167.97,458.005,16437.9,4.349
03,2024,03,12,12,07,53,0.321,-0.129,NaN,44.501,44.588,NaN,144.058,502.829,16447.61,4.349
04,2024,03,12,12,08,11,0.366,-0.114,NaN,46.387,43.091,NaN,328.235,316.288,16433.05,4.349
04,2024,03,12,12,08,12,0.265,-0.131,NaN,42.859,44.052,NaN,-10.988,123.828,16465.61,4.331
04,2024,03,12,12,08,12,0.314,-0.061,NaN,44.523,44.074,NaN,153.506,-51.192,16464.41,4.34
04,2024,03,12,12,08,13,0.238,-0.025,NaN,44.435,44.275,NaN,88.891,-178.864,16462.28,4.331
04,2024,03,12,12,08,13,0.319,-0.056,NaN,44.856,46.555,NaN,177.702,-253.764,16441.45,4.34
04,2024,03,12,12,08,14,0.211,0.08,NaN,43.636,45.505,NaN,105.702,-137.627,16418.46,4.335
04,2024,03,12,12,08,14,0.128,-0.024,NaN,45.522,44.007,NaN,-6.787,-210.056,16426.88,4.34
04,2024,03,12,12,08,15,0.21,-0.028,NaN,46.342,44.365,NaN,31.246,-176.088,16388.62,4.34
04,2024,03,12,12,08,15,0.406,-0.095,NaN,44.656,46.644,NaN,-22.692,-460.964,16458.01,4.34
04,2024,03,12,12,08,16,0.31,-0.099,NaN,46.897,45.728,NaN,-7.636,-394.899,16421.52,4.331
04,2024,03,12,12,08,16,0.225,-0.124,NaN,46.254,44.566,NaN,-48.567,-348.665,16440.96,4.331
04,2024,03,12,12,08,17,0.532,-0.146,NaN,47.94,42.89,NaN,-22.034,-350.662,16450.2,4.344
04,2024,03,12,12,08,17,0.348,-0.083,NaN,47.54,45.147,NaN,46.071,-316.948,16423.01,4.335
04,2024,03,12,12,08,18,0.256,-0.14,NaN,45.743,46.466,NaN,32.475,-408.047,16473.5,4.34
04,2024,03,12,12,08,18,0.34,-0.123,NaN,46.542,44.7,NaN,8.413,-354.196,16432.8,4.331
04,2024,03,12,12,08,19,0.209,-0.072,NaN,47.074,46.376,NaN,25.633,-514.12,16415.49,4.335
04,2024,03,12,12,08,19,0.197,-0.073,NaN,47.429,44.477,NaN,21.214,-300.859,16426.38,4.335
04,2024,03,12,12,08,20,0.172,-0.014,NaN,45.122,43.672,NaN,88.602,-319.025,16432.47,4.344
04,2024,03,12,12,08,20,0.145,-0.055,NaN,46.542,43.448,NaN,10.037,-411.005,16423.38,4.335
04,2024,03,12,12,08,21,0.108,-0.071,NaN,44.412,43.65,NaN,3.802,-546.253,16439.77,4.344
04,2024,03,12,12,08,21,0.127,0.012,NaN,43.503,43.046,NaN,15.013,-464.43,16430.04,4.335
04,2024,03,12,12,08,22,0.244,-0.081,NaN,44.146,46.354,NaN,-71.737,-461.976,16403.98,4.331
04,2024,03,12,12,08,22,0.288,-0.085,NaN,45.721,46.22,NaN,-243.635,136.289,16579.87,4.34
04,2024,03,12,12,08,23,0.339,-0.095,NaN,47.008,46.175,NaN,35.222,-821.418,16382.42,4.344
04,2024,03,12,12,08,23,0.323,-0.093,NaN,45.899,46.13,NaN,-98.595,-806.189,16163.79,4.344
04,2024,03,12,12,08,24,0.308,-0.13,NaN,46.941,45.572,NaN,-1223.065,-152.672,16071.02,4.34
04,2024,03,12,12,08,24,0.275,-0.05,NaN,46.342,46.89,NaN,-716.076,-295.634,16258,4.349
04,2024,03,12,12,08,25,0.198,-0.11,NaN,45.877,47.516,NaN,-226.55,-555.214,16379.6,4.34
04,2024,03,12,12,08,25,0.281,-0.078,NaN,45.233,45.728,NaN,-391.643,-130.817,16514.78,4.34
04,2024,03,12,12,08,26,0.23,-0.132,NaN,47.208,44.834,NaN,-357.719,-377.135,16415.07,4.335
04,2024,03,12,12,08,26,0.299,-0.162,NaN,48.095,46.287,NaN,-239.809,-281.64,16408.74,4.34
04,2024,03,12,12,08,27,0.27,-0.133,NaN,47.696,45.281,NaN,-224.04,-283.653,16424.94,4.349
04,2024,03,12,12,08,27,0.252,-0.04,NaN,44.723,48.5,NaN,-219.711,-169.745,16410.1,4.344
04,2024,03,12,12,08,28,0.318,-0.081,NaN,44.568,45.303,NaN,-61.58,-105.036,16441.36,4.344
04,2024,03,12,12,08,28,0.381,-0.081,NaN,48.605,45.818,NaN,160.888,-45.722,16446.79,4.349
04,2024,03,12,12,08,29,0.336,-0.098,NaN,45.211,45.549,NaN,180.989,46.688,16440.85,4.344
04,2024,03,12,12,08,29,0.331,-0.135,NaN,45.854,45.84,NaN,149.071,68.163,16442.39,4.349
04,2024,03,12,12,08,30,0.183,-0.096,NaN,44.457,45.415,NaN,152.276,11.208,16447.22,4.349
04,2024,03,12,12,08,30,0.229,-0.078,NaN,48.073,44.365,NaN,107.735,60.964,16471.98,4.349
04,2024,03,12,12,08,31,0.384,-0.165,NaN,43.947,43.962,NaN,73.356,-93.422,16459.34,4.349
04,2024,03,12,12,08,31,0.288,-0.16,NaN,45.322,44.611,NaN,-77.551,-64.19,16453.98,4.349
04,2024,03,12,12,08,32,0.301,-0.092,NaN,46.609,44.03,NaN,-7.671,24.433,16446.92,4.349
04,2024,03,12,12,08,32,0.227,-0.061,NaN,46.409,43.583,NaN,31.539,40.254,16445.83,4.344
04,2024,03,12,12,08,33,0.278,-0.08,NaN,46.853,45.303,NaN,-3.991,65.25,16452.7,4.349
04,2024,03,12,12,08,33,0.302,-0.121,NaN,45.588,45.527,NaN,-0.524,6.707,16437.96,4.349
04,2024,03,12,12,08,34,0.307,-0.127,NaN,49.071,45.549,NaN,220.118,71.312,16448.74,4.349
04,2024,03,12,12,08,34,0.235,-0.097,NaN,44.812,45.303,NaN,269.923,102.975,16458.63,4.344
04,2024,03,12,12,08,35,0.282,-0.106,NaN,47.562,45.549,NaN,191.616,89.127,16459.19,4.344
04,2024,03,12,12,08,35,0.23,-0.133,NaN,46.387,46.153,NaN,137.921,28.901,16463.2,4.349
04,2024,03,12,12,08,36,0.102,-0.043,NaN,42.749,41.973,NaN,218.857,107.115,16424.18,4.349
04,2024,03,12,12,08,36,0.152,-0.077,NaN,46.542,45.773,NaN,204.765,59.959,16526.65,4.349
04,2024,03,12,12,08,37,0.091,-0.108,NaN,44.39,44.789,NaN,150.61,94.561,16469.34,4.349
04,2024,03,12,12,08,37,0.222,-0.073,NaN,46.653,43.605,NaN,360.456,31.571,16443.18,4.349
04,2024,03,12,12,08,38,0.253,-0.014,NaN,41.617,41.862,NaN,307.231,47.853,16440.83,4.349
04,2024,03,12,12,08,38,0.166,-0.079,NaN,45.344,46.376,NaN,258.075,124.714,16423.11,4.349
04,2024,03,12,12,08,39,0.262,-0.105,NaN,44.39,44.968,NaN,195.41,128.253,16456.06,4.349
04,2024,03,12,12,08,39,0.283,-0.112,NaN,46.853,45.505,NaN,171.786,32.339,16458.36,4.349
04,2024,03,12,12,08,40,0.195,-0.1,NaN,45.61,44.365,NaN,271.467,-10.581,16434.43,4.349
04,2024,03,12,12,08,40,0.274,-0.084,NaN,46.276,46.488,NaN,303.183,-53.456,16439.79,4.349
04,2024,03,12,12,08,41,0.201,-0.018,NaN,42.815,45.728,NaN,249.441,-42.851,16472.93,4.349
04,2024,03,12,12,08,41,0.18,0.001,NaN,45.255,43.828,NaN,277.542,136.957,16434.17,4.349
04,2024,03,12,12,08,42,0.131,-0.073,NaN,48.184,44.767,NaN,202.024,41.059,16460.64,4.349
04,2024,03,12,12,08,42,0.36,-0.166,NaN,46.675,45.773,NaN,74.362,63.186,16443.09,4.349
04,2024,03,12,12,08,43,0.362,-0.063,NaN,46.276,42.89,NaN,225.408,32.28,16437.77,4.349
04,2024,03,12,12,08,43,0.23,-0.078,NaN,46.076,46.689,NaN,185.734,-8.67,16463.49,4.349
04,2024,03,12,12,08,44,0.294,-0.118,NaN,44.878,45.281,NaN,227.185,26.955,16435.96,4.349
04,2024,03,12,12,08,44,0.276,-0.079,NaN,45.189,47.136,NaN,237.237,-33.763,16458.63,4.349
04,2024,03,12,12,08,45,0.281,-0.153,NaN,46.941,46.823,NaN,178.807,34.013,16465.59,4.344
04,2024,03,12,12,08,45,0.259,-0.114,NaN,44.701,44.097,NaN,220.211,145.785,16469.02,4.349
04,2024,03,12,12,08,46,0.316,-0.142,NaN,46.897,46.935,NaN,261.666,167.24,16436.02,4.349
04,2024,03,12,12,08,46,0.303,-0.116,NaN,46.365,44.499,NaN,360.783,159.357,16465.76,4.349
04,2024,03,12,12,08,47,0.304,-0.093,NaN,44.545,44.812,NaN,424.254,301.656,16427.12,4.349
04,2024,03,12,12,08,47,0.241,-0.147,NaN,46.964,44.879,NaN,340.392,252.247,16430.82,4.349
04,2024,03,12,12,08,48,0.296,-0.104,NaN,43.969,44.454,NaN,343.803,298.19,16457.98,4.349
04,2024,03,12,12,08,48,0.207,-0.127,NaN,46.675,44.141,NaN,329.135,211.138,16458.71,4.349
04,2024,03,12,12,08,49,0.276,-0.119,NaN,45.566,43.806,NaN,370.698,269.872,16431.41,4.349
04,2024,03,12,12,08,49,0.346,-0.084,NaN,44.301,45.125,NaN,407.281,231.959,16472.44,4.349
04,2024,03,12,12,08,50,0.423,-0.104,NaN,47.562,46.041,NaN,382.633,235.793,16456.14,4.349
04,2024,03,12,12,08,50,0.236,-0.149,NaN,44.812,45.75,NaN,393.432,248.235,16451.07,4.349
04,2024,03,12,12,08,51,0.29,-0.147,NaN,47.274,46.354,NaN,412.945,214.448,16442.12,4.349
05,2024,03,12,12,09,12,0.32,-0.043,NaN,49.781,47.695,NaN,145.756,407.984,16418.97,4.322
05,2024,03,12,12,09,13,0.296,-0.074,NaN,46.764,46.913,NaN,-19.916,404.233,16466.79,4.312
05,2024,03,12,12,09,13,0.256,-0.072,NaN,44.457,45.102,NaN,175.554,390.707,16443.75,4.312
05,2024,03,12,12,09,14,0.293,-0.062,NaN,46.143,45.371,NaN,61.782,362.445,16445.11,4.316
05,2024,03,12,12,09,14,0.246,-0.023,NaN,47.407,44.521,NaN,97.073,413.358,16457.29,4.308
05,2024,03,12,12,09,15,0.331,-0.048,NaN,45.278,44.924,NaN,254.937,725.846,16494.51,4.308
05,2024,03,12,12,09,15,0.399,-0.082,NaN,46.808,45.102,NaN,323.898,281.233,16438.34,4.308
05,2024,03,12,12,09,16,0.432,-0.025,NaN,46.897,43.94,NaN,401.969,146.682,16414.11,4.308
05,2024,03,12,12,09,16,0.333,-0.052,NaN,45.61,43.27,NaN,397.975,448.623,16464.99,4.316
05,2024,03,12,12,09,17,0.285,-0.041,NaN,46.697,43.873,NaN,345.093,335.619,16429.56,4.316
05,2024,03,12,12,09,17,0.359,-0.111,NaN,46.764,45.885,NaN,371.098,433.039,16435.66,4.316
05,2024,03,12,12,09,18,0.386,-0.068,NaN,45.655,46.443,NaN,321.386,436.393,16444.61,4.312
05,2024,03,12,12,09,18,0.425,-0.134,NaN,45.677,45.236,NaN,164.71,302.187,16501.95,4.329
05,2024,03,12,12,09,19,0.364,-0.035,NaN,44.59,45.683,NaN,196.851,438.786,16425.31,4.316
05,2024,03,12,12,09,19,0.342,-0.065,NaN,46.409,44.007,NaN,294.193,364.781,16417.94,4.312
05,2024,03,12,12,09,20,0.334,-0.035,NaN,46.032,44.924,NaN,234.628,324.955,16429.53,4.312
05,2024,03,12,12,09,20,0.334,-0.074,NaN,48.228,46.041,NaN,164.721,114.049,16432.92,4.316
05,2024,03,12,12,09,21,0.334,-0.068,NaN,45.987,45.929,NaN,233.048,76.706,16454.3,4.32
05,2024,03,12,12,09,21,0.334,-0.073,NaN,45.921,46.89,NaN,224.779,296.127,16437.12,4.32
05,2024,03,12,12,09,22,0.316,-0.099,NaN,47.385,46.756,NaN,130.742,85.248,16449.78,4.32
05,2024,03,12,12,09,22,0.349,-0.015,NaN,45.899,46.399,NaN,189.331,203.648,16421.33,4.324
05,2024,03,12,12,09,23,0.287,-0.032,NaN,46.32,46.242,NaN,69.725,107.717,16473.15,4.324
05,2024,03,12,12,09,23,0.355,-0.133,NaN,45.987,46.51,NaN,96.454,240.723,16439.6,4.316
05,2024,03,12,12,09,24,0.38,-0.033,NaN,43.614,42.778,NaN,149.153,329.682,16479.6,4.324
05,2024,03,12,12,09,24,0.365,-0.041,NaN,47.74,46.577,NaN,208.87,328.159,16442.01,4.324
05,2024,03,12,12,09,25,0.451,-0.028,NaN,45.255,45.393,NaN,170.347,320.289,16447.8,4.329
05,2024,03,12,12,09,25,0.352,-0.079,NaN,46.098,46.466,NaN,148.86,219.459,16460.93,4.32
05,2024,03,12,12,09,26,0.367,-0.003,NaN,45.566,44.298,NaN,143.826,252.802,16489.99,4.324
05,2024,03,12,12,09,26,0.192,-0.018,NaN,47.163,44.767,NaN,158.958,240.489,16432.46,4.337
05,2024,03,12,12,09,27,0.254,-0.044,NaN,45.255,44.946,NaN,270.789,203.148,16432.05,4.341
05,2024,03,12,12,09,27,0.317,-0.1,NaN,45.433,45.594,NaN,278.42,317.649,16500.47,4.345
05,2024,03,12,12,09,28,0.278,-0.075,NaN,45.987,43.091,NaN,322.733,277.227,16521.5,4.341
05,2024,03,12,12,09,28,0.378,-0.042,NaN,44.457,45.013,NaN,311.631,47.749,16431.11,4.329
05,2024,03,12,12,09,29,0.314,-0.031,NaN,46.653,44.208,NaN,226.402,273.813,16427.32,4.32
05,2024,03,12,12,09,29,0.398,-0.052,NaN,44.723,44.499,NaN,292.438,273.796,16396.23,4.337
05,2024,03,12,12,09,30,0.342,-0.101,NaN,45.411,45.303,NaN,275.92,289.456,16439.36,4.329
05,2024,03,12,12,09,30,0.448,-0.035,NaN,46.498,43.784,NaN,282.133,310.022,16460.45,4.337
05,2024,03,12,12,09,31,0.282,-0.033,NaN,47.097,45.885,NaN,305.078,318.266,16424.04,4.349
05,2024,03,12,12,09,31,0.301,-0.056,NaN,44.168,46.332,NaN,330.624,321.291,16429.22,4.345
05,2024,03,12,12,09,32,0.29,-0.027,NaN,44.634,43.024,NaN,309.131,277.857,16463.71,4.349
05,2024,03,12,12,09,32,0.368,-0.029,NaN,46.564,45.058,NaN,232.11,249.38,16468.77,4.345
05,2024,03,12,12,09,33,0.214,-0.069,NaN,47.119,44.298,NaN,170.649,112.092,16466.59,4.349
05,2024,03,12,12,09,33,0.259,-0.045,NaN,46.032,44.365,NaN,211.054,128.123,16443.3,4.345
05,2024,03,12,12,09,34,0.315,-0.076,NaN,47.163,47.583,NaN,181.246,127.094,16399.67,4.345
05,2024,03,12,12,09,34,0.314,-0.08,NaN,46.076,46.488,NaN,198.469,131.527,16428.76,4.349
05,2024,03,12,12,09,35,0.429,-0.048,NaN,47.496,44.901,NaN,161.494,208.118,16468.99,4.349
05,2024,03,12,12,09,35,0.316,-0.069,NaN,46.409,46.533,NaN,140.79,173.21,16449.17,4.345
05,2024,03,12,12,09,36,0.241,-0.082,NaN,45.987,45.795,NaN,123.588,223.004,16438.21,4.349
05,2024,03,12,12,09,36,0.217,-0.016,NaN,47.518,45.773,NaN,224.551,326.262,16464.61,4.345
05,2024,03,12,12,09,37,0.272,-0.038,NaN,45.721,45.013,NaN,105.455,176.477,16459.91,4.345
05,2024,03,12,12,09,37,0.401,-0.091,NaN,46.964,46.108,NaN,120.727,251.957,16424.05,4.349
05,2024,03,12,12,09,38,0.37,-0.094,NaN,45.721,46.309,NaN,28.275,394.564,16449.76,4.349
05,2024,03,12,12,09,38,0.381,-0.099,NaN,47.407,45.169,NaN,69.331,269.61,16444.31,4.349
05,2024,03,12,12,09,39,0.316,-0.119,NaN,46.542,45.996,NaN,75.604,207.306,16430.99,4.349
05,2024,03,12,12,09,39,0.358,-0.046,NaN,45.832,46.555,NaN,40.225,183.437,16435.07,4.349
05,2024,03,12,12,09,40,0.332,-0.056,NaN,45.566,45.013,NaN,111.529,114.033,16460.99,4.349
05,2024,03,12,12,09,40,0.358,-0.001,NaN,45.522,46.51,NaN,100.779,170.21,16448.59,4.349
05,2024,03,12,12,09,41,0.312,-0.058,NaN,46.919,44.253,NaN,102.497,198.985,16450.49,4.349
05,2024,03,12,12,09,41,0.289,-0.118,NaN,44.767,43.806,NaN,98.068,266.236,16447.88,4.349
05,2024,03,12,12,09,42,0.315,-0.026,NaN,47.008,47.024,NaN,108.037,301.525,16433.96,4.349
05,2024,03,12,12,09,42,0.353,-0.083,NaN,44.679,45.415,NaN,48.613,322.387,16457.34,4.349
05,2024,03,12,12,09,43,0.31,0,NaN,43.902,44.745,NaN,0.681,340.21,16458.45,4.349
05,2024,03,12,12,09,43,0.41,0.039,NaN,42.859,44.186,NaN,31.391,327.523,16431.55,4.349
05,2024,03,12,12,09,44,0.231,-0.094,NaN,45.921,44.834,NaN,95.327,360.646,16448.75,4.349
05,2024,03,12,12,09,44,0.411,-0.086,NaN,45.721,46.041,NaN,104.276,267.664,16462.38,4.349
05,2024,03,12,12,09,45,0.367,0.008,NaN,45.699,45.438,NaN,146.51,344.438,16444.5,4.349
05,2024,03,12,12,09,45,0.339,-0.085,NaN,46.143,44.678,NaN,169.994,206.835,16432.29,4.349
05,2024,03,12,12,09,46,0.342,-0.091,NaN,44.59,45.147,NaN,161.85,217.935,16446.69,4.349
05,2024,03,12,12,09,46,0.37,-0.087,NaN,46.143,45.259,NaN,126.288,170.02,16455.34,4.349
05,2024,03,12,12,09,47,0.342,-0.14,NaN,48.028,47.091,NaN,95.856,149.42,16449.92,4.349
05,2024,03,12,12,09,47,0.374,-0.126,NaN,45.433,46.332,NaN,91.106,168.612,16453.23,4.349
05,2024,03,12,12,09,48,0.275,0.001,NaN,46.387,44.991,NaN,172.571,105.932,16440.95,4.349
05,2024,03,12,12,09,48,0.327,0.001,NaN,45.255,44.924,NaN,154.968,145.878,16455.5,4.349
05,2024,03,12,12,09,49,0.346,-0.098,NaN,46.675,44.789,NaN,75.356,160.893,16432.14,4.349
05,2024,03,12,12,09,49,0.285,-0.094,NaN,46.586,45.013,NaN,67.262,191.161,16449.93,4.349
05,2024,03,12,12,09,50,0.317,-0.064,NaN,44.412,45.035,NaN,56.39,204.202,16430.7,4.349
05,2024,03,12,12,09,50,0.336,-0.085,NaN,46.01,43.918,NaN,-82.932,185.667,16431.79,4.349
05,2024,03,12,12,09,51,0.279,-0.076,NaN,44.523,45.214,NaN,-87.092,60.643,16456.13,4.349
05,2024,03,12,12,09,51,0.342,-0.115,NaN,46.387,43.493,NaN,-8.216,110.019,16440.09,4.349
05,2024,03,12,12,09,52,0.281,-0.024,NaN,44.213,45.393,NaN,72.317,212.044,16438.99,4.349
06,2024,03,12,12,10,23,0.389,-0.013,NaN,47.074,45.616,NaN,161.11,170.416,17800.19,4.344
06,2024,03,12,12,10,24,0.325,-0.021,NaN,45.167,46.823,NaN,393.167,-175.456,16471.68,4.349
06,2024,03,12,12,10,24,0.439,-0.03,NaN,46.564,43.761,NaN,60.112,396.816,16695.05,4.337
06,2024,03,12,12,10,25,0.443,-0.019,NaN,46.853,47.36,NaN,268.525,-244.888,16434.08,4.349
06,2024,03,12,12,10,25,0.359,-0.104,NaN,45.211,46.086,NaN,322.511,-17.903,16430.62,4.349
06,2024,03,12,12,10,26,0.317,-0.069,NaN,44.124,45.795,NaN,284.11,-36.848,16423.51,4.345
06,2024,03,12,12,10,26,0.375,-0.017,NaN,45.211,47.628,NaN,189.436,4.88,16457.81,4.345
06,2024,03,12,12,10,27,0.342,-0.127,NaN,47.718,46.175,NaN,271.583,73.423,16443.61,4.345
06,2024,03,12,12,10,27,0.3,-0.075,NaN,46.409,46.175,NaN,335.879,162.605,16454.96,4.349
06,2024,03,12,12,10,28,0.308,-0.032,NaN,47.074,45.639,NaN,306.578,95.429,16466.71,4.349
06,2024,03,12,12,10,28,0.311,-0.003,NaN,44.856,45.907,NaN,404.735,152.74,16447.81,4.349
06,2024,03,12,12,10,29,0.259,-0.063,NaN,46.564,44.722,NaN,434.916,144.465,16460.95,4.349
06,2024,03,12,12,10,29,0.277,-0.087,NaN,45.899,45.84,NaN,481.149,174.414,16484.29,4.345
06,2024,03,12,12,10,30,0.446,-0.003,NaN,45.987,43.873,NaN,512.472,192.451,16424.09,4.349
06,2024,03,12,12,10,30,0.334,-0.074,NaN,45.943,43.717,NaN,455.926,197.127,16464.96,4.349
06,2024,03,12,12,10,31,0.308,-0.05,NaN,45.987,45.46,NaN,413.006,208.697,16448.47,4.349
06,2024,03,12,12,10,31,0.31,-0.003,NaN,45.721,45.348,NaN,336.083,213.771,16458.66,4.349
06,2024,03,12,12,10,32,0.265,-0.021,NaN,47.074,46.846,NaN,331.175,105.296,16427.13,4.349
06,2024,03,12,12,10,32,0.346,-0.02,NaN,48.139,48.455,NaN,316.788,180.316,16453.27,4.349
06,2024,03,12,12,10,33,0.287,-0.039,NaN,47.03,44.655,NaN,434.959,225.812,16487.35,4.349
06,2024,03,12,12,10,33,0.344,-0.079,NaN,46.986,44.231,NaN,425.665,179.835,16448.37,4.349
06,2024,03,12,12,10,34,0.395,0.008,NaN,46.631,45.572,NaN,277.038,249.249,16459.79,4.349
06,2024,03,12,12,10,34,0.271,-0.107,NaN,45.877,44.633,NaN,313.804,215.561,16450.37,4.349
06,2024,03,12,12,10,35,0.287,-0.072,NaN,46.72,46.399,NaN,294.476,198.026,16453.13,4.349
06,2024,03,12,12,10,35,0.284,-0.105,NaN,46.875,47.561,NaN,252.639,175.742,16461.94,4.349
06,2024,03,12,12,10,36,0.314,-0.087,NaN,46.209,46.019,NaN,383.955,224.607,16472.23,4.349
06,2024,03,12,12,10,36,0.375,-0.124,NaN,48.694,46.51,NaN,490.013,243.542,16446.67,4.349
06,2024,03,12,12,10,37,0.274,-0.089,NaN,45.3,45.46,NaN,569.643,241.295,16473.35,4.349
06,2024,03,12,12,10,37,0.371,-0.066,NaN,43.481,44.789,NaN,589.243,255.831,16449.76,4.349
06,2024,03,12,12,10,38,0.367,-0.06,NaN,46.409,47.561,NaN,612.131,302.302,16431.33,4.349
06,2024,03,12,12,10,38,0.27,-0.076,NaN,47.718,46.175,NaN,570.002,260.68,16454.34,4.349
06,2024,03,12,12,10,39,0.284,-0.096,NaN,44.9,46.13,NaN,683.52,245.714,16455.77,4.349
06,2024,03,12,12,10,39,0.321,-0.097,NaN,46.875,44.991,NaN,553.843,268.62,16468.6,4.349
06,2024,03,12,12,10,40,0.393,-0.057,NaN,45.455,46.89,NaN,497.357,217.532,16484.93,4.349
06,2024,03,12,12,10,40,0.387,-0.103,NaN,46.342,45.281,NaN,409.388,213.202,16480.47,4.349
06,2024,03,12,12,10,41,0.327,-0.085,NaN,46.72,43.538,NaN,417.813,210.273,16448.55,4.349
06,2024,03,12,12,10,41,0.315,-0.07,NaN,45.167,46.712,NaN,402.233,260.074,16436.02,4.349
06,2024,03,12,12,10,42,0.362,-0.055,NaN,46.165,45.952,NaN,424.073,240.437,16469.74,4.349
06,2024,03,12,12,10,42,0.352,-0.021,NaN,49.004,46.577,NaN,395.131,133.651,16441.09,4.349
06,2024,03,12,12,10,43,0.358,-0.085,NaN,46.919,45.996,NaN,489.676,-38.912,16368.72,4.349
06,2024,03,12,12,10,43,0.319,-0.122,NaN,45.211,44.901,NaN,381.379,330.294,16465.21,4.349
06,2024,03,12,12,10,44,0.336,-0.034,NaN,46.786,47.36,NaN,440.641,307.724,16453.01,4.349
06,2024,03,12,12,10,44,0.336,-0.074,NaN,47.651,45.84,NaN,491.764,315.39,16461.79,4.349
06,2024,03,12,12,10,45,0.387,-0.082,NaN,46.231,45.393,NaN,490.3,329.844,16457.12,4.349
06,2024,03,12,12,10,45,0.508,-0.073,NaN,47.585,47.047,NaN,297.848,237.993,16455.16,4.349
06,2024,03,12,12,10,46,0.466,-0.083,NaN,46.653,45.661,NaN,351.841,136.989,16448.53,4.349
06,2024,03,12,12,10,46,0.34,-0.079,NaN,46.697,45.415,NaN,440.264,243.681,16457.19,4.349
06,2024,03,12,12,10,47,0.395,-0.101,NaN,46.609,46.242,NaN,512.259,225.785,16451.61,4.349
06,2024,03,12,12,10,47,0.534,-0.014,NaN,43.569,44.812,NaN,563.306,195.131,16452.02,4.349
06,2024,03,12,12,10,48,0.345,-0.026,NaN,45.788,46.13,NaN,550.285,190.256,16466.19,4.349
06,2024,03,12,12,10,48,0.394,-0.036,NaN,46.742,47.226,NaN,574.42,209.366,16463.51,4.349
06,2024,03,12,12,10,49,0.313,-0.092,NaN,47.496,45.08,NaN,571.417,199.953,16445.77,4.349
06,2024,03,12,12,10,49,0.324,-0.061,NaN,47.762,46.063,NaN,537.477,211.041,16474.22,4.349
06,2024,03,12,12,10,50,0.412,-0.052,NaN,45.189,45.706,NaN,417.723,232.532,16463.17,4.349
06,2024,03,12,12,10,50,0.38,-0.154,NaN,46.431,46.443,NaN,353.474,211.944,16473.28,4.349
06,2024,03,12,12,10,51,0.368,-0.044,NaN,44.878,47.248,NaN,281.076,119.54,16468.19,4.349
06,2024,03,12,12,10,51,0.394,-0.059,NaN,46.187,47.203,NaN,355.204,170.571,16448.9,4.349
06,2024,03,12,12,10,52,0.422,-0.055,NaN,47.784,46.734,NaN,399.992,141.642,16439.64,4.349
06,2024,03,12,12,10,52,0.216,-0.066,NaN,44.279,45.907,NaN,404.862,187.907,16451.36,4.349
06,2024,03,12,12,10,53,0.291,-0.065,NaN,47.807,45.371,NaN,298.961,178.649,16469.01,4.349
06,2024,03,12,12,10,53,0.316,-0.047,NaN,45.987,43.94,NaN,204.535,121.694,16449.55,4.349
06,2024,03,12,12,10,54,0.326,-0.038,NaN,46.986,45.929,NaN,291.023,186.704,16467.38,4.349
06,2024,03,12,12,10,54,0.263,-0.039,NaN,46.387,41.951,NaN,249.346,156.559,16461.71,4.349
06,2024,03,12,12,10,55,0.082,-0.071,NaN,45.056,44.588,NaN,264.462,254.252,16445.26,4.349
06,2024,03,12,12,10,55,0.328,-0.031,NaN,44.967,46.108,NaN,288.475,230.227,16435.76,4.349
06,2024,03,12,12,10,56,0.282,-0.019,NaN,47.385,45.616,NaN,312.208,261.811,16466.79,4.349
06,2024,03,12,12,10,56,0.355,-0.098,NaN,46.365,45.594,NaN,409.888,239.064,16453.52,4.349
06,2024,03,12,12,10,57,0.36,-0.09,NaN,46.121,46.175,NaN,371.442,274.299,16469.34,4.349
